CustomerID,Age_x,Annual Income (k$)_x,Spending Score (1-100)_x,Age_y,Annual Income (k$)_y,Spending Score (1-100)_y,Sales Amount (k$),Purchase Frequency,Product Category,Date of Last Purchase,Gender_x_Male,Gender_y_Male
0.0,0.019230769230769273,0.0,0.38775510204081626,0.4509803921568628,0.0222222222222222,0.7676767676767677,0.9519015659955258,0.36363636363636365,Home & Kitchen,2024-08-01 11:59:39.057169,0.0,0.0
0.005025125628140704,0.40268650947042917,0.0,0.8163265306122448,0.2549019607843137,0.9333333333333332,0.0202020202020202,0.927069351230425,0.5454545454545454,Electronics,2024-10-17 11:59:39.057179,1.0,0.0
0.010050251256281405,0.03846153846153849,0.008196721311475405,0.05102040816326531,0.1568627450980392,0.0,0.5050505050505052,0.3939597315436242,0.0,Beauty,2024-03-14 11:59:39.057181,0.0,1.0
0.01507537688442211,0.0961538461538462,0.008196721311475405,0.7755102040816326,0.5294117647058824,0.25555555555555554,0.09090909090909093,0.3599552572706936,0.2727272727272727,Home & Kitchen,2024-06-19 11:59:39.057183,0.0,1.0
0.020100502512562814,0.25,0.016393442622950824,0.39795918367346933,0.4901960784313726,0.42222222222222217,0.8989898989898991,0.11308724832214766,0.0,Home & Kitchen,2024-07-27 11:59:39.057185,0.0,0.0
0.025125628140703515,0.07692307692307698,0.016393442622950824,0.7653061224489796,0.5686274509803921,0.7111111111111111,0.09090909090909093,0.0,0.4545454545454545,Clothing,2024-04-17 11:59:39.057187,0.0,1.0
0.03015075376884422,0.326923076923077,0.024590163934426215,0.05102040816326531,0.7647058823529412,0.7999999999999999,0.16161616161616163,0.26834451901566,0.9999999999999999,Electronics,2024-09-30 11:59:39.057188,0.0,0.0
0.035175879396984924,0.0961538461538462,0.024590163934426215,0.9489795918367346,0.8823529411764707,0.3555555555555555,0.5353535353535355,0.6408277404921701,0.9999999999999999,Beauty,2024-05-02 11:59:39.057191,0.0,1.0
0.04020100502512563,0.8846153846153847,0.032786885245901634,0.020408163265306124,0.4901960784313726,0.4666666666666667,0.38383838383838387,0.29071588366890383,0.2727272727272727,Sports,2024-09-13 11:59:39.057193,1.0,1.0
0.04522613065326633,0.23076923076923084,0.032786885245901634,0.7244897959183673,0.3137254901960784,0.08888888888888885,0.7070707070707072,0.9030201342281879,0.4545454545454545,Beauty,2024-08-30 11:59:39.057195,0.0,0.0
0.05025125628140704,0.9423076923076924,0.032786885245901634,0.13265306122448978,0.47058823529411764,0.7000000000000001,0.5353535353535355,0.13780760626398214,0.6363636363636364,Beauty,2024-10-19 11:59:39.057197,1.0,0.0
